quarter,fed_funds,term_spread,gdp_growth,unemp_rate,vix,hpi_growth,loan_growth
2012-07-01,0.08459879622393945,0.819684085110382,1.6797346275735467,8.352066724767111,14.757480918470685,1.1020832333325234,-0.18872750767653101
2012-10-01,0.05938481493323543,1.6876601816138355,2.3274251899224105,8.126913500939306,15.298632791255182,1.3582926818313714,-0.5270223616615246
2013-01-01,0.2032824384460777,1.4607770355257197,1.8750785145095579,7.867575536884335,12.199555389416336,0.9768068423650508,0.09447518127725922
2013-04-01,0.11871118497567322,1.389634806890831,2.4894369722540723,7.6241242676484715,13.498248146238577,1.4590399146841238,0.3904977183465196
2013-07-01,0.1333764102343962,1.4829272710635568,1.9322303063064785,7.641130865298055,13.287582033258566,2.4606033243007612,0.9486825354342638
2013-10-01,0.05876259068932717,0.9854789941429786,2.9199737620070154,7.693324684013385,13.020006151139432,2.739967741412385,0.4815327303779705
2014-01-01,0.10278086377374088,1.4142477689084998,1.986698683065505,7.4537356832411525,16.648181360421646,2.7721578986700997,1.3149362125995934
2014-04-01,0.1355461294854933,1.5486143040322886,2.1711753935177294,7.09151756157158,14.607472566441434,3.189098474263086,2.5056320493022897
2014-07-01,0.07245032112888486,1.8477384148467135,2.625406886947868,7.161112274012813,12.108674068497432,4.11709331745943,1.617726494245084
2014-10-01,0.1487849009172836,1.3257969751564032,1.8076542734264178,7.049689498851217,15.376792920582163,3.530301262103824,1.5786767162552588
2015-01-01,0.09996806550405976,1.2678861796254852,2.3909839738416516,6.716070033218479,17.18323429551895,4.44746173406328,2.484712286515295
2015-04-01,0.11541531251033617,1.339936145350765,2.8228571017129713,6.728464171297234,15.54869789082672,4.420642804217835,1.7701272187932533
2015-07-01,0.09991466938853016,1.6988761286089595,1.6570067061755087,6.570893469929062,11.72094505106898,4.760724615777694,1.984847317687314
2015-10-01,0.22261390922544688,1.515403604647287,2.3738535434129213,6.247473374244326,13.273648890700622,5.766779730341421,2.5659125699708683
2016-01-01,0.2493251387631033,1.2927624074293091,2.4039531176993694,6.3293437797279175,15.900366723779934,5.977925565798363,2.668427905794363
2016-04-01,0.37628112021887167,1.5154325222126774,2.612729148710924,6.216550111387668,12.938495801571829,6.3197982962611885,2.214348265584519
2016-07-01,0.6494605789384928,1.3294312136554622,1.805219715648767,6.151646875665481,14.665729142219343,6.913608968794556,2.739955278472287
2016-10-01,0.7264578175014489,1.5242239023827875,1.7718173547662892,6.004016253751181,15.161951080144005,6.619197572990292,3.0908767199243723
2017-01-01,0.9771098464169045,1.0313537726055906,2.508776626246759,5.496052297509139,12.609604292632875,7.297498224777916,4.605648855413543
2017-04-01,1.0478498271393446,1.1037295152087547,2.4187938692932742,5.4187857034721905,13.9107119659073,7.149214447790228,4.1703056911864484
2017-07-01,1.2585906975550785,1.024395752450437,2.4001971401383506,5.493471506297515,10.0,7.8142570892876995,5.280166195702138
2017-10-01,1.5140097284601228,0.6799183444289336,2.43857928379879,5.350040865609804,12.463418537998566,7.934928472816158,3.0670117722490216
2018-01-01,1.720256662333104,1.0579530705662128,2.0279901113686036,5.206986882675636,13.621147772910259,6.048497982496359,3.7201085073350737
2018-04-01,1.8710684140594986,1.0039432938271227,2.392901478864401,5.564396210084694,14.128325227052725,6.797578512718457,3.360909644909632
2018-07-01,2.035884252547255,0.8905130883964387,2.4172289893194723,4.9288768198472175,20.448616955897453,5.090889658383264,4.781562429893297
2018-10-01,2.205778148553869,0.7796197720900527,2.0142594327894527,4.87033484602709,12.85478793305905,5.54619363784273,2.3877558131709344
2019-01-01,2.3260739004816284,0.4483351443429079,-1.7536901955420974,3.6431002645239805,12.339933269954525,4.496991309250149,1.1542937085515943
2019-04-01,2.3640077895802647,0.6856363324345809,-8.810466831635285,3.5977086876958695,12.196110865929137,5.392905693606134,-1.1846834847754264
2019-07-01,2.1603013947853436,0.7662309524327047,3.5234786011189403,14.652709613303948,16.161909933599173,7.579055436750034,-2.3423633146272334
2019-10-01,2.0195227779776124,0.6935738493013116,6.762621443453532,8.51384538307399,13.84620677323084,8.895831346981469,3.6962712725942493
2020-01-01,1.767180914478423,0.9295242977399708,5.110127331909071,6.584076217819365,17.74474562823244,9.312059908526077,3.938324667168811
2020-04-01,0.05,1.5860127142036347,4.314833841496981,5.964477208988999,18.01534959152938,9.81417275463214,4.8082617876749
2020-07-01,0.10620419846973975,1.9396852157617106,3.9634382316029617,5.727195467825634,43.527737023428074,10.493876613576543,5.143345323423058
2020-10-01,0.07074588597918417,1.5224206874142046,2.6717270726593156,5.412281120907949,26.693155211394906,10.551372814257084,6.028898784259586
2021-01-01,0.056153899984702056,1.5475414276852806,2.885350451697729,4.947198785001026,22.298589543360205,12.037902279096864,6.052250542456479
2021-04-01,0.12058381444204339,1.445213376725845,2.165112370774599,3.919910221111238,19.099674684261807,12.661419144243943,5.242992656497481
2021-07-01,0.14154997612479756,0.9778422033378005,2.328824063997796,4.102939028556177,18.104703127485028,14.487559866708876,5.507596334255006
2021-10-01,0.13656400595580992,1.452402329350953,2.758717193061579,3.658092619321552,16.422029604707358,14.92647130924893,7.14591729754374
